title,review_text,rating,date,user,movie_title,sentiment
Can we criticize this movie now?,"I mean, has enough time passed? Or has the release of *Schindler's List* on DVD fueled a new hushed awe towards the picture?

Spielberg's critic-proof Holocaust film has several problems, the biggest of which is the way it turns a horrible real-life tragedy into a three-hanky melodrama. I continue to maintain that the Holocaust is generally unfilmable, in terms of what we might call a standard movie. Generally unfilmable, but not inevitably unfilmable. Off the top of my head, I can recommend two recent films on this subject: Francesco Rosi's *The Truce*, and Costa-Gavras' *Amen"". Both films approach this material with far more nuance than Spielberg's film, which, I repeat, is weepy melodrama. (And as such, treads a fine line between reverence and tastelessness.) For that matter, Polanski's *The Pianist* gives us a more unique approach than what we get here, which is a movie that features a hero whom your average American multiplex popcorn-tub-muncher can easily identify with: a gregarious capitalist named Oskar Schindler (Liam Neeson) who, despite all the war-profiteering (read: ""initiative""), turns out to have a heart of gold. Or marshmallow mush. Please don't bother pointing out that this is a ""true story"": those who've read the actual book by Thomas Kenneally on which the movie is based will be rather shocked by the movie's willingness to sacrifice verisimilitude for ""dramatic license"". The biggest example of this is the ""villain"" of the piece, SS-Kommandant Amon Goeth (Ralph Fiennes in a career-making performance). The screenplay ladles all sorts of Freudian syrup over this character, meaning: he's crazy as a loon. So much for the ""banality of evil"": instead, we get, via Fiennes' Method-y performance, a study in mere neurosis instead of a rigorous examination of the murderous pathology that's inherent in humanity. Spielberg can't resist having Herr Goeth develop a crush on one of his Jewish housemaids, and we get the requisite ""Hath not a Jew eyes"" speech, delivered with what is supposed to be irony by Fiennes. Then he beats the crap out of her. Change the plot particulars, and you've got your standard ""Lifetime Channel"" movie about an abusive husband.

Don't get me wrong, the film is not a total waste of time: even melodrama has cumulative virtues, and many of the scenes in *Schindler's List* are quite affecting, particularly the very last sequence in which the surviving ""Schindler Jews"" appear (in color), accompanied by the actors who portrayed them. They pay tribute to Schindler by laying stones on his grave. Moving stuff. Ben Kingsley, who portrays the worry-wart Itzhak Stern, must also receive special mention. And Spielberg's technical mastery is never open to question: this is one beautifully mounted film, impeccably photographed. The set-design, which is called upon to perform the daunting task of replicating Nazi labor camps and so forth, is beyond reproach. Proving that he's still the same guy who directed *Jaws*, Spielberg is able to send chills up our spines when a train full of Jewish women & girls is accidentally routed to Auschwitz: it's a night-scene, replete with a light-tower that approximates a beacon from Hell.

But, all-in-all, the movie remains an elementary approach to the Holocaust genre. It's tailor-made for desultory viewings by 12th-graders: ""Hey mom, we learned about the Holocaust in class today."" Nothing wrong with that, but aren't the kids better served by a FACTUAL documentary about this subject, rather than an Oscar-baited exercise in self-importance? You decide.",3/10,2 March 2004,FilmSnobby,Schindler's List (1993),NEGATIVE
One of the ultimate anti-war movies,"SCHINDLER'S LIST is perhaps one of the ultimate anti-war movies in existence. Directed by Steven Spielberg in a naturalistic, unfussy style, it's a harsh, black and white epic that looks at the extermination of the Jews at the hands of the Nazis. Some humanity is brought to the fold by an excellent Liam Neeson who plays Oskar Schindler, a businessman who somehow found himself involved in the situation and who did the right thing. Like many Spielberg films, this is shamelessly sentimental, but then it can hope to be nothing else given the subject matter. The stirring music combines with the expert direction to make this an effortless watch, complemented by Ralph Fiennes whose role is the personification of evil.
29 out of 43 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8/10,16 May 2017,Leofwine_draca,Schindler's List (1993),POSITIVE
well done,"One of the on living legendary pieces made ever, you could easily cry, it is one of the movies I discovered way later only realizing that not every one of the people working with the Germans was bad, there were a few good ones.

Also the dominant use of hard light in the film gave it the old 40's mood and vibe that made us feel as part of the people in that time.

It is also interesting how the director chose to high light the girl in red a color that stood out in black and really made it very powerful.

It was interesting to discover how good of an actor liam Neeson is given that time, because to be honest most people knew him from the film ""Taken"" at least for average movie watchers.
42 out of 65 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10/10,9 October 2017,HakimZziwa,Schindler's List (1993),POSITIVE
Perfection.,"Unlike the film, I'm going to make this review short and sweet. Schindler's List is the single greatest film I have ever had the pleasure of viewing. It has brilliant casting with Liam Neeson taking on the role of Oskar Schindler, Ralph Fiennes as Amon Goeth, Ben Kingsley as Itzhak Stern, and Embeth Davidtz as Helen Davidtz. All four put on outstanding performances, but personally I'd say Ralph Fiennes gives his best performance of all time in this film. He displays the beautiful struggle of a man who does the unthinkable without thinking, yet behind closed doors fights with an inner turmoil. The cinematic decisions made in this film also pay off brilliantly. The choice to keep a large portion of the film in black and white adds to the authenticity of the piece, yet the subtle colouring of the little girl in the red dress adds emphasis just where it needs to be. Aside from all the details, the story is one of few that really got to me, and in the end that is why I must say it is the greatest movie of all time.
11 out of 14 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10/10,26 May 2016,lecrae_fanatic,Schindler's List (1993),POSITIVE
Excellent!,"""Schindler's List"" without a doubt has been one of the best movies I have ever seen. I am glad that it won a lot of Oscars including Best Picture and Best Director Steven Spielberg. Liam Neeson is an excellent in that film also. Neeson stars as a Nazi Czech/German businessman named Oskar Schindler who owns a factory and saved more than 1100 Jews from being gassed at the Auschwitz concentration camp during the Holocaust. Concentration camp is a very bad place where people work on digging the dirt from sunrise to sunset. It is a sad film, but it is based on a true story and it is brilliant, too. ""Schindler's List"" is a movie that should be seen for any Liam Neeson, Ben Kingsley, Ralph Fiennes, Steven Spielberg, or any historical drama film or movie fans. Excellent! Tragic Ending with Jews putting rocks on Oskar Schindler's gravestone in the cemetery.

10/10
11 out of 14 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10/10,25 April 2002,moviemachine,Schindler's List (1993),POSITIVE
"Its gonna be our next generation's classic. Deep, solid, and undoubtedly immutable !","Schindlers list is one of movie which depict the true skill of our legendary Spielberg. Shot in black and white, Spielberg want to present the classic vintage and dramatically dark of world war 2 history. I should say this is the best movie which Spielberg made from perspective of cinematography, casting, and art direction. Yes, this is a near perfect movie.

Storytelling of the movie itself constantly shuttling from deep to solid. The writing definitely gives Neeson to dig his character fastidiously. While the antagony delivers dogmatic and deleterious performance, the protagony also delivers benevolent and empathetic character. Well, i should say Spielberg seldomly made a real serious movie here, but when he did, it was terrific.

Inspirational, this movie keeps deliver a solid writing, tough performance, and precious cinematography. This is one of movie that could change people. This movie have such magnificent power to do that while have a self-perpetuating charisma to stand as classic.",10/10,2 June 2016,the-fearless-america,Schindler's List (1993),POSITIVE
"Spielberg makes a masterpiece for the times, driven by emotion and loyalty towards history, it's victims and characters.","Steven Spielberg is a known director. Most of his works focus on adventures, genre movies, be it with children, explorers or Extra- Terrestrial beings. So, when Spielberg decides to focus on historical dramas, usually based on true events, we can see the full array of his abilities and capacities.

Schindler's List is a movie that occurs during the holocaust, and this time period serves as background for characters study. Spielberg was smart enough to realize that such a theme could not be tackled head on. Instead, the focus is on the humans of the time. Why they did what they did, how could they and, specially, how they endured it.

The narrative focus on the actions of ""entrepreneur"" Oscar Schindler (Liam Neeson). How he dealt with the holocaust and how he was touched by the Jews situation after seeing their torment and suffering. He had to take care to not have such a feeling be discovered by any of his many Nazi friends, such as Amon Goeth (Ralph Fiennes).

Being a Jew himself, Spielberg finds the fine line between homage to those who died and survived without falling in any melodrama. Spielberg is, above all, a director. And a director has only one obligation: to make a good film. Even though directors are human beings, Spielberg is professional enough to know how much he really must use of his emotion, sensibility and identification with the victims of the holocaust.

It's safe to say that this is one of the best Spielberg films. For many, like me, his best. A historical piece with much to add in the discussion of mankind tragedies.",10/10,20 July 2016,leonardoanamorim,Schindler's List (1993),POSITIVE
'THE' Best Masterpiece of all Time.,"Its an irony that though I am an avid watcher of good and excellent movies, I only happened to watch this MASTERPIECE in 2002 even though it was produced in 1993.And I am repenting for the nine years I wasted in between, before I watched this MASTERPIECE in an Oscar festival in a local theatre here in Mumbai.

This movie is one of my most favourite masterpieces(mind you,I am saying 'masterpieces' and not 'movies' because I have painfully selected my 'favourite' masterpieces from all the movies I HAVE watched, and then AGAIN filtered and selected my 'personal 40 most favourite MASTERPIECES of all time' from those favourites).

' SCHINDLER'S LIST ' is my choice along with Life Is Beautiful(1997); The Sixth Sense(1999); The Godfather 2(1974); Braveheart(1995); Se7en(1995); Crimson Tide(1995); Unbreakable(2000); Crouching Tiger, Hidden Dragon(2000); The Great Dictator(1940); Terminator 2:Judgement Day(1991); Dog Day Afternoon(1975); Kramer Vs.Kramer(1979); Saving Private Ryan(1998); Artificial Intelligence(2001); Raging Bull(1980); Philadelphia(1993) and many more ...!

Usually, I don't approve myself of providing ranks to my 'personal 40 Favourite Masterpieces of All Time' but this one is an EXCEPTION and I rank this movie as 'The Number One'.

My humble suggestion : 1. To all those who had the luck of watching this masterpiece before - DON'T WAIT. GO and BUY a CD or a DVD whatever you get your hands on and enjoy this movie for your lifetime. 2. To those who haven't yet watched IT - DON'T WAIT, GO and RENT IT / watch IT in a theatre on the very first chance you get. And now PLEASE don't complaint of not having enough money to buy or even rent it. SELL YOUR CHILDREN IF YOU NEED TO GET MONEY BUT DON'T WAIT FOR THE NEXT NINE YEARS TO WATCH THIS MASTERPIECE. Needless to say, I rate this masterpiece a 10 out of 10.",10/10,22 April 2002,amol_gh,Schindler's List (1993),POSITIVE
The Master of Film pours his heart out in this heartbreaking and unforgiving memento for the surviving Jews!,"Steven Spielberg had already made Jurassic Park and blown us all away with the groundbreaking dinosaurs with Schindler's List he makes not a film but a memento a life lesson a historic important landmark a teaching resource which teaches the world about the Holocaust and the horrors it unleashed upon innocent people innocent people who did not deserve what they had to suffer through for no reason! I will tell you a story about how I discovered this landmark Masterpiece At School recently My teacher Simon Strange was teaching us all about the Holocaust and explaining what happened all those years ago and showed us a video and spoke in great detail about hatred and intolerance and crimes against humanity and he spoke to me and said I will never forget this conversation I know You love Steven Spielberg's Films very Much? I certainly do I said Have You seen Schindler's List Before? No I said I am too scared to watch it because of the subject matter I urge you to see this film Simon said to me I can't show this to you in school because it shows graphic imagery and things I can't show you but you need see this film now and all you need is a quiet room no distractions just peace and quiet and so I went home had Dinner watched the whole 3 hours and 15 minute film and I was speechless I could not speak even at the end I sat through the credits stunned at the horrors I saw on the screen the crimes and the hatred of the Nazis really affected me and I sat through the credits and after the credits had finished I cried I genuinely for 20 to 30 minutes because that was all I could do cry my emotions poured out of my heart and there was nothing I could do that was it tears were flowing down my face like a river because I felt angry that there was nothing I could do to prevent the Holocaust from happening it happened tragically and the film teaches us all about Intolerance Hatred and humanistic crimes of such appalling nature and how we all can overcome the horrors we face despite all the odds have been thrown against us I have never seen a more Important film in my life I Have never cried that much in my whole life after experiencing a film I still do now It happened again having just finished it an hour ago for this review I just can't believe the experience the film has given me every time I see it an emotional, empowering, important one! This is the Greatest film ever made hands down I am just speechless Words fail me I can't say anymore Just watch this film if you have Not already just experience it You need to seriously I nearly did not see this memento to the surviving Jews I am so relieved that I did and I thank Steven Spielberg and John Williams just thank you and to the surviving Jews thank you for telling us your story thank you very much! This review is dedicated to the 6 million Jews murdered!",No rating,1 August 2015,Riddler2,Schindler's List (1993),POSITIVE
The magic trick of Schindler's list,"It was the perfect story, the perfect backdrop to show the un-showable, to reveal the horror of horrors and Spielberg knew it. This man Schindler, this vain, greedy, con man, his transformation from a nobody trying to scheme the system, into one of the great heroes of modern times, is the magic trick that delivers the movie. How did it happen, how did this man of all people, throw a fortune away, and risk life and limb in the very heart of evil, that is the question. So many did nothing, so many did evil in the name of duty, so few heroes, but there were heroes, heroes of the type that saved humanity by showing even under the worst possible circumstances, mankind has the capacity to rise to the occasion. Evil is in abundance, and Schindler is outnumbered, but many heroes emerged in the holocaust, not just Schindler, many hid Jews, many spirited Jews to safety but few were as outnumbered and at the very heart of the holocaust as Schindler. How do you protect, and keep 1,100 people from being murdered, and do it all out in the open, only the best conman could have done it, its almost as if Schindler trained his whole life, all his cons, all his act and charisma finely tuned, just so he could pull off the greatest scheme of them all, tricking the Nazi's out of 1,100 Jewish souls.

While Schindler and Goth battle it out miles above the Jews like New Gods, one with the complete power of life and death over the Jews, the other working as hard as he can to save them. It is Itzhak Stern ( Ben Kingsley who is superb) who is the soul of the movie, the classy and dignified Stern is a Jewish man who overnight has lost his rights to be called human, the Nazis have stripped him of everything but that humanity, which he somehow manages to cling to.

It is through Stern that we see the transformation in Schindler, as first Stern will not even take a drink with Schindler by the end Stern looks at Schindler with an almost spiritual reverence reserved for the greatest of people. the reverence held for very very special people.

We see the slow transformation of Schindler, jump started by a fateful horse ride in the Polish countryside, it is here that Schindler first see's the little girl in the red coat, a beautiful angelic child relegated to extinction by Hitler and his monsters, this is the beginning for Schindler, the push, the horror is revealed to him. the second time he see's the girl in the red coat, she is among the dead in a wheel barrel full of corpses being wheeled to a fire to be incinerated. Her life snuffed out like a candle. This is the moment when Schindler knows he must act, that all the money in the world is worthless to a man who cannot sleep at night., or escape the guilt of not acting when so much depended on people acting.

From that moment on Schindler is relentless in protecting his Jews, the Schindler Jews, he overcomes every obstacle the Nazi's place in front of him, he bargains with the very devil himself, and wins. But not till the last day of the war, and even then can he rest. The Nazi's were relentless in their thirst for Jewish blood and Schindler had to be just as relentless.

A masterpiece and a historical look at Mankind's darkest hour, which will live for a thousand years as testament , the thousand years the Nazis thought their Reich, which ended in flame, destruction and the embarrassment and blight on the character of mankind. Thankfully there were men like Schindler to show the other side of what mankind was capable of, and can aspire to be.",10/10,21 April 2017,hacoach,Schindler's List (1993),POSITIVE
"Fascinating tale about the hope of life and the promise of safety linked to one man and several thousand others, unfolding amongst an ocean of carnage.","Schindler's List begins with the striking of a match and the consequent lighting of a candle in a small room; an action which illuminates the rest of the locale and sheds light on those in the form of people and items around it. Steven Spielberg's film is a piece which goes on to shed degrees of light on a man, whose titular list and what it incurs, is the harrowing but brutally honest subject for this three hour true-to-life experience. Shot in black and white amongst deathly downcast greys which combine brilliantly with chillingly cold white in the form of snow and general skyline, Schindler's List unfolds amidst a bleak time of murder and pillage but will go on to focus on a ray of hope or salvation in the form of Nazi businessman Oskar Schindler; specifically, his work on the Eastern Front during World War 2 that saw him save and aid a vast number of Jewish people destined for slaughter.

Liam Neeson plays the man, a factory owner of Czech origin living in the year 1939 about embark on a period of six or so years which will change his life and many of those he comes to interact with, forever. When we first encounter Oskar, he neatly lays his shirts out across a bed during preparation for an evening out; his room neat and very formal, large sums of spare money sitting idly in a nearby draw for whatever reason suggesting a rich or high lifestyle. The measure of the man in his charismatic abilities is are established when Schindler arrives at an function in the evening full of German Nazi officials; light entertainment in the form of cabaret as well as food and drink which is already flowing. When he first enters, very few people seem to know of him, but by the end of the evening he appears to have wedged himself in amongst everybody as the centre of attention and entertainment. At a function in which all of the other Nazi officials seem greyed out by the, Schindler comes to have a white ray of light fly over his face suggesting there's a little more to this man than just mere self-indulgence and death.

Schindler's goals are entirely infused with tendencies that veer towards Capitalism, his dealing with the Nazi party officials see him enter a business proposition that'll have him enter with nothing but come away with a great deal of something. The situation as to whether we are on the side of Oskar in the initial stages is additionally challenged when it transpires if The War were to end, Schindler's enterprise might falter so the longer that most of the activity happening in and around everybody at this time continues, it's going to be pretty good for business. Inbetween all of this, The Second World War reaches somewhat of an infamous crescendo in and around the locality of Central Europe; The Holocaust causing widespread Jewish demotion into set Ghettos, later followed by evacuations leading onto murder for them but a severe clashing of morality for Schindler whom comes to realise employing these proverbial lambs to the slaughter would go a long way in saving them.

The film is a high end piece of drama, balancing a character's gradual struggle with being able to offer salvation really well with its meshing of the war genre. Spielberg's gradual dragging of his lead away from a self-obsessed businessman always looking out for ways to make money out of the system into this mournful, regretful man makes for wonderful viewing. By the time he is weeping, towards the end, at what has happened or more importantly what hasn't happened in the saving of more Jewish people, we feel the need to weep with him - thus successfully aligning the audience with this figure whom was once how he was in his indulgent, Nazi function attending self. The comparison is somewhat bookended very simply in how it is both Schindler as a stand alone man and how the Nazis as a collective group go about the employment of the Jews and the manner in which they treat them in a physical sense. Where Schindler will come to offer hope and salvation in the shape of factory employment, regardless of ability or handicap, an early scene will see German soldiers ruthlessly eliminate an elderly man because of his inability to successfully carry out what it is they ask of him through their charging him with a task, namely, the shovelling away of snow so as to clear a public road.

Schindler comes to stand in direct opposition to a fearsome Nazi Captain of the S.S. named Amon Göth (Fiennes), Göth additionally being based on a true to-life individual. Like Schindler, Göth is running a business or operation in which management and organisation are key; but while both members of the Nazi party and sharing similar basic ingredients as to their respective action plans, the men couldn't be any further apart in character. Göth arrives on the scene, a Kraków suburb called Płaszów, to help in the construction of a new concentration camp; the house on the hill he's charged with living in a dominant position in which he is able to overlook all of his work – construction orientated or otherwise. Just as Schindler goes out of his way to 'select' an aide or assistant in the form of Ben Kingsley's Itzhak Stern, Göth himself goes through a similar process of 'selecting' a assistant he renders a maid-come-slave in the form of a young Jewish woman. The measure of Fiennes' performance as Göth is highlighted in his ability to have the motivational ""tonight is history"" monologue prior to a ghetto liquidation come across as just as chilling as the act of liquidation itself. The film is an exhausting watch; an enthralling character study set amidst dark and desperate times as a man's shifting viewpoints play out.",7/10,25 October 2010,johnnyboyz,Schindler's List (1993),POSITIVE
An upbeat holocaust movie?,"Only Stephen Spielberg could make a film about the holocaust where the point is that none of the major characters do NOT die. To me the message is lost because of this and the film becomes a glorification of one man surrounded by the deaths of millions. Oscar Schindler was a Nazi embroiled in the holocaust and the second world war. He managed to save his friends, yet profited from concentration camps. Ok, so he wasn't an anti-semite bent on destruction, but he only saved people he was connected to, and their families.

And the evil Nazis in this film are all slightly comical. Where is the evil? Where is the horror? Where is all the death and torture and misery.

Scrape the surface of this film and you find a gratuitous ""entertainment"" movie. If you want to know about the holocaust watch Shoah.
319 out of 770 found this helpful. Was this review helpful? Sign in to vote.
Permalink",1/10,26 July 2000,DunkD,Schindler's List (1993),NEGATIVE
My review of Schindler's List,"Schindler's list gave me some insight on how Jews were treated out of concentration camps in Nazi Germany. This film is about Oskar Schindler, a German businessman who starts a company making silverware using unpaid Jewish labor during the Nazi regime. Overtime as Schindler develops empathy towards his workers. Schindler moves his factory and his workers back to his hometown in Czechoslovakia and waits till the war blows over. During the process of aiding the Jewish people, Schindler spent millions of Reich marks in order to feed and save 1100 Jews. This movie The Nazi soldiers would abuse Jews by cutting their hair, push them around, or even killing them. Jews were forced to wear a Star of David and were obliged by law to inform German men that they are Jewish. This film shows us how Jews were forced to change their usual practices in daily life. This is depicted in the scene where Schindler tells the Rabbi that he should be preparing for the Sabbath since it is Friday evening. This is also seen when the Jews are celebrating and they break the glass. Overall I believe that this was a fantastic film that was very educational about the Holocaust and the Jewish faith, and also an inspiring humanitarian.
9 out of 11 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9/10,1 June 2014,onno1996,Schindler's List (1993),POSITIVE
A Conversation That Probably Didn't Happen,"Though I rather like to think it did.

There is a moment at the end of the movie where Oskar is about to leave in order to escape being arrested. He is surrounded by the Jews and is accompanied of course by his wife.

The dialogue is as such (according to the quotes page):

Oskar Schindler: I could have got more out. I could have got more. I don't know. If I'd just... I could have got more.

Itzhak Stern: Oskar, there are eleven hundred people who are alive because of you. Look at them.

Oskar Schindler: If I'd made more money... I threw away so much money. You have no idea. If I'd just...

Itzhak Stern: There will be generations because of what you did.

Oskar Schindler: I didn't do enough!

Itzhak Stern: You did so much.

*Schindler looks at his car*

Oskar Schindler: This car. Goeth would have bought this car. Why did I keep the car? Ten people right there. Ten people. Ten more people.

*removing Nazi pin from lapel*

Oskar Schindler: This pin. Two people.This is gold. Two more people. He would have given me two for it, at least one. One more person. A person, Stern. For this.

*sobbing*

Oskar Schindler: I could have gotten one more person... and I didn't! And I... I didn't!

~

It is during this moment that Oskar appears to have a moment of so much regret and remorse and yet, you can't help but think--Oskar, you did something! You did something more than so many people bothered to do.

And that is better than doing nothing at all, no?

So, I give this movie (though it is a ruthlessly manipulative Spielberg adaptation) ten stars, for this scene more than any other scene in the entire film.

I do not know (and to some extent highly doubt) whether this conversation actually took place.

But despite the fact that I know deep down it probably did not, I like to imagine it did. And I like to imagine that even if it didn't, the emotion behind it was present during the actual event that this scene portrays.

It is this that makes me feel as though this movie deserves the ten star rating. This scene alone. Even if it is perhaps the most manipulative scene in the entire film, I can not describe how deeply I love this scene. How much I cried over this scene.

Again, I realize this is the talking-down-to-the-audience technique so often seen in such big blockbuster historical non-fiction films like this, but I can not help but feel so much for just this one particular moment and I guess I can not explain why. I hope that the quote itself explains it enough.

And I hope whoever sees or has seen this movie will perhaps understand why this scene is so important.

At the present time I am in the process of reading the book from which this movie is adapted and eventually perhaps I will see the documentary.

But for now, this is something.

Oskar, you did something!
9 out of 11 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10/10,11 July 2015,SantaEma,Schindler's List (1993),POSITIVE
Steven Spielberg's greatest cinematic achievement,"In the early 90s Steven Spielberg had built a reputation as being the master of kid-friendly family films like E.T., Jaws, The Indiana Jones trilogy, Close Encounters of the Third Kind, Hook, the list just goes on and on. Sure today he has films like Munich and Saving Private Ryan under his belt so Spielberg making a non kid-friendly film isn't very strange to us, but back then it was unheard of. So considering his previous career, Schindler's List might be the biggest departure from style any director has made in the history of film making.

Even if you are among the more ""experienced"" film goers, meaning people who have seen several incredibly violent, disgusting, and down right disturbing films, Schindler's List will still make your stomach turn, and you'll want to look away at some of the more graphic moments in the film. Stephen Spielberg really does not hold back, and tries to give an uncompromising depiction of the holocaust, which in the earlier 90s was not something that was commonly done, sure you had films like Night and Fog, and Shoah, but your average, everyday Joe wasn't going to ever see those films. And there were films like Sophie's Choice, and Judgement at Nuremberg, but they really focused on the after math, and didn't really directly confront their audience the same way that Schindler's List so boldly did.

Schindler's List is a biopic about Oskar Schindler, a member of the Nazi Party, who is runs a factory, in German occupied Poland, that uses Jews as workers. Oskar Schindler is played ever so greatly by Liam Neeson in what is definitely his best role yet (in my opinion Tom Hanks robbed him of the best actor Oscar). One of the best things about Schindler's List is the character of Oskar Schindler, Oskar Schindler was obviously not a righteous hero throughout the entirety of the film. After all he was a member of the Nazi party, and some viewers may take issue with this, but the film would be so much more dull and lose its complexity and depth, if Schindler was a straight forward hero fighting the bad guys. The way Stephen Spielberg presents it is far more interesting, (after all Stephen Spielberg said he was drawn to the paradoxical nature of Oskar Schindler) and far more accurate to the real life Oskar Schindler, and accuracy is something that Schindler's List strives for. The film was based upon the real life testimonies and accounts of the people who survived the events.

Steven Spielberg at first did not want to direct Schindler's List, he didn't think he was ""mature"" enough to handle something as serious as a holocaust film. But eventually decided to do it himself when he saw the rising number of holocaust deniers. Which is probably why he also wanted the film to be as close to reality as possible, he wanted something that would challenge the audience, confront them with the true horrors of the holocaust.

Earlier I talked about how great Liam Neeson's performance was, but Ben Kingsley, (who plays a Jewish account, who works for Oskar Schindler) and Ralph Fiennes (who plays an S.S. Officer in charge of a work camp.) both do amazing jobs, Ralph Fiennes was even nominated for best supporting actor at the academy awards. The cinematography, done by Janusz Kaminski who would later do Saving Private Ryan and Minority Report, is also perfect, it is probably among the greatest looking contemporary black & white films out there. The film is also scored by the legendary John Williams, (which is all you really need to know) after John Williams first saw the film, he said it was to beautiful and he was not worthy to score it, the only people that were worthy were dead. Schindler's List won the academy award for both cinematography and soundtrack. Schindler's List was also the first time Steven Spielberg ever won an actual Oscar. (he had previously won the Irving G. Thalberg award but that is just a lifetime achievement award.)

Schindler's List was films on a relatively small budget of 22 million dollars, and Steven Spielberg did not accept any money for making the film, he said it would be like accepting blood money. But you would never be able to guess that Schindler's List was shot on a budget a 1/3 of the size of Jurassic Park. The sets are so massive and pay such close attention to detail, and the film was actually shot in the real life locations of where it takes place. The reason Schindler's List was shot on such a small budge was because the Steven Spielberg and the producers thought a holocaust film might bomb, and Steven Spielberg was not known for making R rated films. The film did not bomb it grossed over 320 million dollars world wide, which is over 1/2 a billion dollars in 2016 dollars.

I'm not going to pretend that Schindler's List is flawless, perhaps its biggest flaw is the fact that 90% of the film is in English, which really clashes with Spielberg's intent to keep the film as close to reality as possible, and really can take you out of some scenes. Though I could see this not bothering most viewers, because the actors do such a great job portraying the people their playing that it would be hard to imagine anyone else in their roles.

Steven Spielberg accomplished his goal of making a holocaust film that would not only be as close to the actual events as physically possible, but he also made it accessible to all audiences, (but for some of the more sheltered viewers, it would be a bit much.)

9.4/10",9/10,17 February 2016,willwoodmill,Schindler's List (1993),POSITIVE
A Most IMPORTANT Film,"A fellow reviewer started his review of ""Schindler's List"" almost on the defensive, with an assumption that others might be critical of his determination of this film as one of the greatest, that he would place it ""up there"" (my words) with ""The Godfather"" and ""Citizen Kane.""

I'm going to contend that ""Schindler's"" is not only among the greatest, it goes down in historical terms as perhaps one of the most important films ever made. This truth-based story is most compelling, holding this viewer's interest intact throughout for 195 minutes. Liam Neeson does a most incredible job as the hero/anti- hero, Oskar Schindler. A super cast also includes Ralph Fiennes, a perfectly played antagonist, and Ben Kingsley, in the first role following his Oscar-winning performance as Gandhi. It took this viewer quite some time before realizing that the character of Itzhak Stern was indeed played by the masterful Kingsley.

The cinematography is key to the story telling, filmed in a crisp black and white to recapture the era and help accentuate the mood. Credit is due Steven Spielberg, as he eventually adds in a few small elements of color which give us hope.

The atrocities committed by Nazi Germany against the Jewish race is a history that cannot ever be overlooked and/or forgotten. To that end, ""Schindler's List"" is a very important film that can help generations to come to develop greater empathy for their fellow man. I can't begin to emphasize how important this film should be to any serious film viewer.",10/10,25 April 2017,funsterdad,Schindler's List (1993),POSITIVE
World Religions Movie Review,"Movie Review - Schindler's List

Schindler's List is captivating because the story it tells, the characters it portrays and the way it was shot feels very real to the audience. Why the Nazis had persecuted the Jews was not explained, however, throughout the movie, the audience are reminded how the Jews are not considered as people but inferior beings. All the Nazis believed this, with the exception of Schindler, he befriended his Jewish accountant; he showed empathy towards his workers; he even kissed a Jewish girl. Schindler saw the Jews as people and as his peers, to all the others they were an inferior life form, to be exterminated.

The movie was mainly shot in black and white, conveying a mood of bleakness and hopelessness. The most memorable use of color is the red coat worn by a little girl, seen by Schindler during the evacuation to the camps and again seen by him in a pile of burning corpses.

The main characters were developed in depth and detail. Schindler's character changed from a greedy businessman to someone who spent all his money bribing the 'list makers' to save as many Jews as possible. The mood intensifies as the Jews realizes that they are being systematically killed, and, that the Nazis are slowly loosing their grasp on their humanity as they indiscriminately kill all the prisoners. In the end, the audience are reminded that although unbelievable, these events are real and that real people are depicted in the movie.
9 out of 11 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10/10,2 June 2014,user-16-48121,Schindler's List (1993),POSITIVE
The best lesson for everyone,"Regarding to the history and background during the war, this film totally inspired all humans which should do the right things by their own choice and braveness.

Plus, I love background music which totally fit with all atmosphere of film.

This film is about redemption and was beautifully photographed in black and white by Janusz Kaminski (cinematographer). At the helm is no one other than Steven Spielberg, who brilliantly called non-pretentious shots and brought back to life a time and period most want to forget, but shouldn't.
9 out of 11 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9/10,13 May 2016,Danielleyen,Schindler's List (1993),POSITIVE
One of the best Holocaust movies,"Schindler's list takes a look into one of the most compelling visual pieces of the Holocaust. The black and white movie will take you into a journey of what it was like for Schindler and his thought on hiding Jews during the 1940s. You will love the ending and will feel the horrors experienced by the Jewish people during this time. There is a small splash of color in this movie which is figurative once you see it. This film will take you through a range of emotions and will impact your take on what people had to do to survive. The movie is a must see for all adults and is a completely true story. It is perhaps one of my favorite films.
9 out of 11 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9/10,24 May 2016,britneyblackwell,Schindler's List (1993),POSITIVE
